EmployeeID,FirstName,LastName,Gender,DOB,Age,SSN
E00930,Tone,Hanssen,F,1988-07-11,37,10115216916
E00931,Rune,Paulsen,M,1983-07-19,42,05119533793
E00932,Olav,Edvardsen,M,2000-12-07,25,09088612148
E00933,Elin,Ahmed,F,1991-02-06,34,15055139641
E00934,Leif,Amundsen,M,1982-03-07,43,11027600265
E00935,Thor,Hanssen,M,1976-10-11,49,03083619413
E00936,Ole,Moe,M,1981-07-05,44,01093821668
E00937,Torbjørn,Myklebust,M,2001-05-20,24,13110462411
E00938,Julie,Simonsen,F,1992-01-26,33,29116441223
E00939,Odd,Brekke,M,2002-02-23,23,27026629751
E00940,Turid,Andreassen,F,1994-12-04,31,17088035984
E00941,Anita,Ellingsen,F,1998-10-04,27,25124522180
E00942,Ellen,Hansen,F,1961-08-02,64,20017740955
E00943,Frank,Nguyen,M,2000-09-06,25,13077248476
E00944,Tommy,Haug,M,1961-08-14,64,15028305769
E00945,Hanne,Jakobsen,F,1990-03-21,35,01058011033
E00946,Knut,Ødegård,M,1962-01-04,63,14093705611
E00947,Mari,Ahmed,F,1992-04-23,33,15086212495
E00948,Odd,Strøm,M,1995-02-05,30,22087909186
E00949,Marte,Simonsen,F,1968-06-30,57,27018945865
E00950,Eirik,Aasen,M,1980-08-17,45,14070371600
E00951,Arild,Bakke,M,1994-11-22,31,29093848525
E00952,Stein,Ellingsen,M,1981-04-20,44,28068934402
E00953,Øystein,Knutsen,M,2005-02-18,20,04129609376
E00954,Joakim,Berge,M,1960-07-03,65,06085113893
E00955,Karen,Moe,F,1981-02-19,44,02038345489
E00956,Nora,Gulbrandsen,F,1971-02-14,54,02020189595
E00957,Robert,Knutsen,M,1962-12-01,63,24109530073
E00958,Cathrine,Jenssen,F,1963-02-16,62,04109925352
E00959,Tommy,Næss,M,1999-10-21,26,04015139590
E00960,Irene,Henriksen,F,1972-12-12,53,11074305689
E00961,Camilla,Kristiansen,F,1980-08-02,45,28014630394
E00962,Helge,Birkeland,M,2001-06-13,24,01058425334
E00963,Tobias,Sandvik,M,1981-12-11,44,19093629704
E00964,Anders,Andresen,M,1991-10-24,34,09059730727
E00965,Emilie,Hanssen,F,1983-03-10,42,03045332070
E00966,Kristin,Sæther,F,1966-09-30,59,31037819886
E00967,Malin,Johansen,F,1999-08-26,26,23057039256
E00968,Mona,Christensen,F,1992-04-16,33,18017321257
E00969,Thor,Nilsen,M,1988-10-21,37,12023736576
E00970,Robert,Solberg,M,1975-07-15,50,15129147846
E00971,Maria,Berge,F,1999-10-06,26,02015420947
E00972,Camilla,Knutsen,F,1971-06-15,54,06117904979
E00973,Cathrine,Sivertsen,F,2000-01-19,25,13043820782
E00974,Siri,Ruud,F,1963-08-26,62,12059908802
E00975,Vegard,Pettersen,M,1959-06-24,66,25073942244
E00976,Martin,Mikkelsen,M,1979-04-21,46,30067212319
E00977,Thomas,Haug,M,1979-11-11,46,27045627530
E00978,Daniel,Nielsen,M,1960-01-07,65,15085208508
E00979,Aud,Jakobsen,F,1996-10-25,29,19090295864
E00980,Kjell,Berge,M,1978-09-02,47,07090477832
E00981,Kristine,Pedersen,F,1981-02-11,44,17084327972
E00982,Harald,Ruud,M,1971-04-08,54,17116412837
E00983,Kristian,Jacobsen,M,1987-11-10,38,22089342361
E00984,Erik,Aas,M,1964-05-07,61,24044909614
E00985,Siv,Knudsen,F,1968-09-14,57,20119929874
E00986,Magnus,Paulsen,M,1971-09-13,54,19096614325
E00987,Linda,Nygård,F,1959-12-21,66,20085546334
E00988,Tom,Lund,M,1977-10-15,48,16087002105
E00989,Roy,Lien,M,2007-06-07,18,01067437612
E00990,Synnøve,Arnesen,F,1969-02-18,56,22124129935
E00991,Dag,Martinsen,M,2000-12-24,25,19079930043
E00992,Stine,Pettersen,F,1996-02-27,29,18113500758
E00993,Mathias,Madsen,M,1991-05-25,34,28125526561
E00994,Johan,Haugen,M,1970-11-12,55,24040496978
E00995,Helene,Andreassen,F,2002-04-16,23,12016536014
E00996,Svein,Haugen,M,2001-12-13,24,12010581182
E00997,Emil,Lund,M,1964-09-11,61,02033739551
E00998,Ida,Gundersen,F,1960-06-07,65,18124037243
E00999,Siv,Kristensen,F,1984-08-17,41,30099144323
E01000,Ola,Edvardsen,M,1995-05-10,30,06070455372
